,SEMESTER,SPRADDR_ZIP_PR,IRO_INSTITUTION_DESCL,ENROLLMENT,YEAR
81284,Fall 2015,96726,University of Hawai`i - West O`ahu,1,2015
81291,Fall 2015,96746,Hawai`i Community College,4,2015
81294,Fall 2015,96729,Kapi`olani Community College,2,2015
81295,Fall 2015,96744,Leeward Community College,1,2015
81302,Fall 2015,96813,University of Hawai`i - West O`ahu,4,2015
81312,Fall 2015,96782,University of Hawai`i at Hilo,6,2015
81316,Fall 2015,96708,University of Hawai`i - West O`ahu,4,2015
81317,Fall 2015,96768,Windward Community College,1,2015
81319,Fall 2015,96757,Leeward Community College,1,2015
81322,Fall 2015,96732,University of Hawai`i Maui College,2,2015
81324,Fall 2015,96815-4171,University of Hawai`i at Manoa,1,2015
81337,Fall 2015,96701-3065,University of Hawai`i - West O`ahu,1,2015
81339,Fall 2015,96818,Hawai`i Community College,2,2015
81342,Fall 2015,96830,Kapi`olani Community College,1,2015
81348,Fall 2015,96799,University of Hawai`i at Manoa,3,2015
81357,Fall 2015,92563,University of Hawai`i at Manoa,1,2015
81359,Fall 2015,96785,University of Hawai`i at Manoa,2,2015
81370,Fall 2015,96816-5115,University of Hawai`i at Manoa,1,2015
81376,Fall 2015,96782,Honolulu Community College,1,2015
81384,Fall 2015,04967,Kapi`olani Community College,1,2015
81401,Fall 2015,96765-0916,Kaua`i Community College,1,2015
81404,Fall 2015,96741,Leeward Community College,2,2015
81414,Fall 2015,78412,University of Hawai`i Maui College,1,2015
81417,Fall 2015,96826,Kapi`olani Community College,1,2015
81422,Fall 2015,96792,University of Hawai`i Maui College,2,2015
81425,Fall 2015,92124,Windward Community College,1,2015
81426,Fall 2015,96778,Windward Community College,2,2015
81427,Fall 2015,96747,Windward Community College,1,2015
81439,Fall 2015,90504,University of Hawai`i at Manoa,1,2015
81440,Fall 2015,95126,University of Hawai`i at Manoa,1,2015
81444,Fall 2015,96744,University of Hawai`i - West O`ahu,1,2015
81445,Fall 2015,96176,Kapi`olani Community College,1,2015
81449,Fall 2015,37801,Windward Community College,1,2015
81450,Fall 2015,96792,Leeward Community College,1,2015
81452,Fall 2015,96792,Kaua`i Community College,1,2015
81465,Fall 2015,96826,University of Hawai`i at Manoa,2,2015
81466,Fall 2015,96740,University of Hawai`i Maui College,1,2015
81472,Fall 2015,98743 ,Hawai`i Community College,1,2015
81473,Fall 2015,96720,Hawai`i Community College,2,2015
81479,Fall 2015,96701-2385,University of Hawai`i at Manoa,1,2015
81494,Fall 2015,96828,Honolulu Community College,1,2015
81507,Fall 2015,95762,University of Hawai`i at Manoa,2,2015
81509,Fall 2015,96825,University of Hawai`i at Hilo,4,2015
81511,Fall 2015,80127,University of Hawai`i at Manoa,1,2015
81528,Fall 2015,96752,Kaua`i Community College,1,2015
81529,Fall 2015,96709,University of Hawai`i at Manoa,2,2015
81547,Fall 2015,96797,Leeward Community College,6,2015
81549,Fall 2015,96766,University of Hawai`i Maui College,2,2015
81563,Fall 2015,96792,Windward Community College,1,2015
81566,Fall 2015,96786,University of Hawai`i Maui College,1,2015
81572,Fall 2015,27597,University of Hawai`i at Manoa,1,2015
81581,Fall 2015,96720,University of Hawai`i at Hilo,1,2015
81586,Fall 2015,96718,Hawai`i Community College,2,2015
81608,Fall 2015,77396,University of Hawai`i at Manoa,1,2015
81615,Fall 2015,96825,Kapi`olani Community College,1,2015
81633,Fall 2015,90803,University of Hawai`i at Manoa,1,2015
81637,Fall 2015,96792,University of Hawai`i at Manoa,1,2015
81647,Fall 2015,96741,Kaua`i Community College,1,2015
81660,Fall 2015,92113,University of Hawai`i at Manoa,1,2015
81668,Fall 2015,96762,Honolulu Community College,1,2015
81673,Fall 2015,90504,University of Hawai`i at Hilo,1,2015
81689,Fall 2015,94545,University of Hawai`i at Manoa,1,2015
81690,Fall 2015,96808,Honolulu Community College,1,2015
81695,Fall 2015,96737,University of Hawai`i at Manoa,1,2015
81696,Fall 2015,72204,Honolulu Community College,1,2015
81706,Fall 2015,96837,Leeward Community College,1,2015
81707,Fall 2015,96706,University of Hawai`i at Manoa,1,2015
81708,Fall 2015,96784,University of Hawai`i Maui College,1,2015
81713,Fall 2015,96709,Kapi`olani Community College,1,2015
81716,Fall 2015,92596,University of Hawai`i at Manoa,1,2015
81722,Fall 2015,96796,Kaua`i Community College,1,2015
81753,Fall 2015,95823,University of Hawai`i at Manoa,1,2015
81754,Fall 2015,90606,University of Hawai`i at Manoa,1,2015
81762,Fall 2015,93003,University of Hawai`i at Manoa,1,2015
81766,Fall 2015,96738,University of Hawai`i - West O`ahu,1,2015
81775,Fall 2015,90278,University of Hawai`i at Manoa,1,2015
81778,Fall 2015,95020,University of Hawai`i at Manoa,1,2015
81790,Fall 2015,96719,Windward Community College,1,2015
81796,Fall 2015,967444,Windward Community College,1,2015
81809,Fall 2015,96744,University of Hawai`i at Manoa,1,2015
81812,Fall 2015,96754,University of Hawai`i - West O`ahu,1,2015
81814,Fall 2015,96707,Leeward Community College,1,2015
81821,Fall 2015,91343,University of Hawai`i at Manoa,1,2015
81822,Fall 2015,55386,University of Hawai`i at Manoa,1,2015
81825,Fall 2015,96740,University of Hawai`i at Manoa,1,2015
81835,Fall 2015,96784,University of Hawai`i - West O`ahu,1,2015
81836,Fall 2015,93908,University of Hawai`i at Manoa,2,2015
81837,Fall 2015,99603,University of Hawai`i at Hilo,1,2015
81844,Fall 2015,96738,Honolulu Community College,1,2015
81854,Fall 2015,96793,University of Hawai`i Maui College,1,2015
81855,Fall 2015,92647,University of Hawai`i at Manoa,1,2015
81856,Fall 2015,96782,Honolulu Community College,1,2015
81919,Fall 2015,96748,Honolulu Community College,1,2015
81920,Fall 2015,95409,University of Hawai`i at Manoa,1,2015
81923,Fall 2015,92203,University of Hawai`i at Manoa,1,2015
81946,Fall 2015,92054,University of Hawai`i at Manoa,1,2015
81961,Fall 2016,96778,Leeward Community College,2,2016
81964,Fall 2016,96817,University of Hawai`i at Manoa,93,2016
81965,Fall 2016,96789,University of Hawai`i at Manoa,127,2016
81969,Fall 2016,96720,Hawai`i Community College,475,2016
81970,Fall 2016,96721,University of Hawai`i at Hilo,17,2016
81972,Fall 2016,96766,Kaua`i Community College,99,2016
81974,Fall 2016,96732,University of Hawai`i Maui College,138,2016
81984,Fall 2016,96789,University of Hawai`i - West O`ahu,64,2016
81990,Fall 2016,96796,Hawai`i Community College,1,2016
81994,Fall 2016,96744,Windward Community College,6,2016
81996,Fall 2016,96795,Honolulu Community College,3,2016
81999,Fall 2016,96730,Windward Community College,18,2016
82004,Fall 2016,96817,Leeward Community College,11,2016
82005,Fall 2016,96837,University of Hawai`i - West O`ahu,1,2016
82006,Fall 2016,96770,University of Hawai`i Maui College,11,2016
82008,Fall 2016,96734,University of Hawai`i at Manoa,134,2016
82022,Fall 2016,96706,Leeward Community College,209,2016
82023,Fall 2016,96791,Kapi`olani Community College,4,2016
82024,Fall 2016,96701,Leeward Community College,66,2016
82028,Fall 2016,96734,Windward Community College,2,2016
82031,Fall 2016,92660,University of Hawai`i at Hilo,1,2016
82033,Fall 2016,96740,University of Hawai`i at Hilo,27,2016
82034,Fall 2016,96766,Honolulu Community College,5,2016
82040,Fall 2016,96786,Leeward Community College,1,2016
82046,Fall 2016,96785,University of Hawai`i at Hilo,13,2016
82053,Fall 2016,96720,University of Hawai`i at Manoa,78,2016
82058,Fall 2016,96792,Hawai`i Community College,2,2016
82059,Fall 2016,96826,Hawai`i Community College,1,2016
82060,Fall 2016,94572,University of Hawai`i at Manoa,2,2016
82067,Fall 2016,85249,University of Hawai`i at Hilo,2,2016
82069,Fall 2016,96786,University of Hawai`i - West O`ahu,16,2016
82079,Fall 2016,96826,Honolulu Community College,15,2016
82080,Fall 2016,96826,Windward Community College,9,2016
82081,Fall 2016,96712,Kapi`olani Community College,4,2016
82083,Fall 2016,96822,University of Hawai`i at Manoa,2,2016
82093,Fall 2016,96716,University of Hawai`i - West O`ahu,1,2016
82094,Fall 2016,96729,Leeward Community College,4,2016
82095,Fall 2016,96825,Kapi`olani Community College,3,2016
82098,Fall 2016,96743,Hawai`i Community College,50,2016
82104,Fall 2016,96819,Honolulu Community College,2,2016
82107,Fall 2016,96813,Kapi`olani Community College,44,2016
82109,Fall 2016,96716,University of Hawai`i at Manoa,3,2016
82116,Fall 2016,96791,University of Hawai`i at Manoa,16,2016
82117,Fall 2016,92649,University of Hawai`i at Manoa,1,2016
82147,Fall 2016,96826,University of Hawai`i at Manoa,40,2016
82149,Fall 2016,96772,University of Hawai`i at Hilo,7,2016
82155,Fall 2016,96818,Honolulu Community College,27,2016
82160,Fall 2016,96714,Hawai`i Community College,1,2016
82162,Fall 2016,96792,University of Hawai`i at Manoa,1,2016
82166,Fall 2016,96701,Honolulu Community College,3,2016
82168,Fall 2016,96817,Kapi`olani Community College,1,2016
82171,Fall 2016,98391,University of Hawai`i at Manoa,1,2016
82182,Fall 2016,96822,University of Hawai`i at Manoa,7,2016
82184,Fall 2016,96706,Leeward Community College,10,2016
82190,Fall 2016,96707,Leeward Community College,1,2016
82193,Fall 2016,94303,University of Hawai`i at Manoa,1,2016
82197,Fall 2016,96704,Hawai`i Community College,17,2016
82201,Fall 2016,22066-1135,Windward Community College,1,2016
82206,Fall 2016,96717,University of Hawai`i at Manoa,21,2016
82212,Fall 2016,96743,Windward Community College,5,2016
82214,Fall 2016,96738,University of Hawai`i at Manoa,4,2016
82217,Fall 2016,96704,Honolulu Community College,3,2016
82231,Fall 2016,96789,Leeward Community College,5,2016
82234,Fall 2016,96767,University of Hawai`i Maui College,3,2016
82242,Fall 2016,96792,University of Hawai`i at Hilo,38,2016
82257,Fall 2016,96792,Windward Community College,13,2016
82269,Fall 2016,96781,University of Hawai`i at Hilo,8,2016
82272,Fall 2016,96734,University of Hawai`i at Manoa,1,2016
82284,Fall 2016,96707,Kapi`olani Community College,21,2016
82285,Fall 2016,96765,University of Hawai`i - West O`ahu,3,2016
82294,Fall 2016,92881,University of Hawai`i at Manoa,2,2016
82299,Fall 2016,96825,Honolulu Community College,18,2016
82312,Fall 2016,96817,University of Hawai`i - West O`ahu,6,2016
82314,Fall 2016,96701 ,University of Hawai`i - West O`ahu,1,2016
82321,Fall 2016,96738,Hawai`i Community College,20,2016
82332,Fall 2016,96732,Leeward Community College,2,2016
82336,Fall 2016,96822,University of Hawai`i at Manoa,1,2016
82344,Fall 2016,96761,Kapi`olani Community College,2,2016
82346,Fall 2016,96720,Hawai`i Community College,3,2016
82348,Fall 2016,96708,University of Hawai`i at Manoa,7,2016
82361,Fall 2016,08226,University of Hawai`i at Manoa,1,2016
82372,Fall 2016,96796-0955,University of Hawai`i at Manoa,1,2016
82373,Fall 2016,96822,University of Hawai`i - West O`ahu,5,2016
82377,Fall 2016,96818,Leeward Community College,1,2016
82386,Fall 2016,96819,Kapi`olani Community College,1,2016
82398,Fall 2016,96778,Hawai`i Community College,3,2016
82403,Fall 2016,96789,University of Hawai`i - West O`ahu,3,2016
82407,Fall 2016,96706,Leeward Community College,1,2016
82436,Fall 2016,94553,University of Hawai`i at Manoa,1,2016
82442,Fall 2016,84092,Leeward Community College,1,2016
82448,Fall 2016,90745,University of Hawai`i at Manoa,2,2016
82450,Fall 2016,96802,University of Hawai`i at Manoa,1,2016
82452,Fall 2016,89123,University of Hawai`i at Hilo,1,2016
82469,Fall 2016,97322,University of Hawai`i - West O`ahu,1,2016
82482,Fall 2016,96786,University of Hawai`i at Hilo,8,2016
82484,Fall 2016,96721-1138,University of Hawai`i at Hilo,1,2016
82490,Fall 2016,96713,University of Hawai`i - West O`ahu,2,2016
82494,Fall 2016,96822,Kapi`olani Community College,1,2016
82503,Fall 2016,96768,Honolulu Community College,3,2016
82505,Fall 2016,94610,University of Hawai`i at Manoa,1,2016
82513,Fall 2016,94118,University of Hawai`i at Manoa,1,2016
82514,Fall 2016,95376,University of Hawai`i at Manoa,1,2016
82520,Fall 2016,96753,Honolulu Community College,2,2016
82530,Fall 2016,98362,University of Hawai`i at Manoa,1,2016
82540,Fall 2016,96706,Kapi`olani Community College,1,2016
82544,Fall 2016,96797,Kapi`olani Community College,1,2016
82551,Fall 2016,96706,Honolulu Community College,1,2016
82561,Fall 2016,92104,University of Hawai`i at Hilo,1,2016
82566,Fall 2016,96782-1659,Leeward Community College,1,2016
82568,Fall 2016,96782,University of Hawai`i at Manoa,1,2016
82569,Fall 2016,94708,University of Hawai`i at Manoa,1,2016
82584,Fall 2016,96744,University of Hawai`i at Manoa,1,2016
82591,Fall 2016,96815,Hawai`i Community College,1,2016
82592,Fall 2016,96713,Kapi`olani Community College,1,2016
82597,Fall 2016,75103,Hawai`i Community College,1,2016
82599,Fall 2016,92663,University of Hawai`i at Manoa,1,2016
82613,Fall 2016,98333,University of Hawai`i at Manoa,1,2016
82614,Fall 2016,96818,Leeward Community College,1,2016
82621,Fall 2016,96744,University of Hawai`i at Manoa,6,2016
82622,Fall 2016,96701,Leeward Community College,1,2016
82627,Fall 2016,89131,University of Hawai`i at Manoa,1,2016
82638,Fall 2016,96816,University of Hawai`i Maui College,2,2016
82653,Fall 2016,96813,Honolulu Community College,1,2016
82661,Fall 2016,96792,Leeward Community College,1,2016
82667,Fall 2016,96792,University of Hawai`i Maui College,3,2016
82668,Fall 2016,96733,University of Hawai`i - West O`ahu,2,2016
82673,Fall 2016,96781,University of Hawai`i Maui College,1,2016
82678,Fall 2016,96705,Honolulu Community College,1,2016
82682,Fall 2016,95376,University of Hawai`i at Manoa,1,2016
82683,Fall 2016,96799,University of Hawai`i at Manoa,2,2016
82686,Fall 2016,96743,Leeward Community College,1,2016
82688,Fall 2016,96819-3731,Honolulu Community College,1,2016
82695,Fall 2016,96789,University of Hawai`i at Manoa,1,2016
82696,Fall 2016,96738,Hawai`i Community College,1,2016
82700,Fall 2016,95818,University of Hawai`i at Manoa,1,2016
82709,Fall 2016,96808,Honolulu Community College,1,2016
82710,Fall 2016,96812,Honolulu Community College,1,2016
82715,Fall 2016,96720,Hawai`i Community College,1,2016
82781,Fall 2016,37801,Hawai`i Community College,1,2016
82784,Fall 2016,96709,Kapi`olani Community College,2,2016
82802,Fall 2016,96756,Kapi`olani Community College,1,2016
82804,Fall 2016,96720-5074,University of Hawai`i at Hilo,1,2016
82809,Fall 2016,96725,University of Hawai`i Maui College,1,2016
82812,Fall 2016,96708,Kapi`olani Community College,1,2016
82814,Fall 2016,94112,University of Hawai`i at Manoa,1,2016
82815,Fall 2016,96790,University of Hawai`i at Manoa,1,2016
82838,Fall 2016,72204,Kapi`olani Community College,1,2016
82840,Fall 2016,91344,University of Hawai`i at Manoa,1,2016
82843,Fall 2016,96757,University of Hawai`i Maui College,2,2016
82845,Fall 2016,96768,University of Hawai`i Maui College,1,2016
82846,Fall 2016,96822,University of Hawai`i at Manoa,1,2016
82858,Fall 2016,75019,University of Hawai`i at Manoa,1,2016
82859,Fall 2016,96729,Honolulu Community College,3,2016
82881,Fall 2016,96825,Leeward Community College,5,2016
82882,Fall 2016,96719,Windward Community College,1,2016
82885,Fall 2016,96743,Hawai`i Community College,2,2016
82889,Fall 2016,89123,University of Hawai`i at Hilo,1,2016
82893,Fall 2016,23693,University of Hawai`i at Manoa,1,2016
82922,Fall 2016,96817,Kapi`olani Community College,1,2016
82928,Fall 2016,96741,Windward Community College,1,2016
82930,Fall 2016,96745,Leeward Community College,2,2016
82936,Fall 2016,96746,Windward Community College,2,2016
82967,Fall 2016,96709,Honolulu Community College,1,2016
82968,Fall 2016,96776,Leeward Community College,1,2016
83004,Fall 2016,92010,University of Hawai`i at Hilo,1,2016
83005,Fall 2016,96738,Hawai`i Community College,1,2016
83007,Fall 2016,96826,Kapi`olani Community College,1,2016
83017,Fall 2016,96760,Leeward Community College,1,2016
83022,Fall 2016,95831,University of Hawai`i at Manoa,1,2016
83026,Fall 2016,96788,University of Hawai`i Maui College,1,2016
83035,Fall 2016,96744,Kapi`olani Community College,1,2016
83042,Fall 2016,89128,University of Hawai`i at Hilo,1,2016
83050,Fall 2016,96755,Hawai`i Community College,1,2016
83053,Fall 2016,96753,Hawai`i Community College,1,2016
83066,Fall 2016,96789,Hawai`i Community College,1,2016
83068,Fall 2016,96727,Kapi`olani Community College,1,2016
83073,Fall 2016,96743-1165,Leeward Community College,1,2016
83082,Fall 2016,96732,Hawai`i Community College,1,2016
83087,Fall 2016,96741,Kaua`i Community College,1,2016
83094,Fall 2016,96789,Leeward Community College,1,2016
83097,Fall 2016,96821-1653,Windward Community College,1,2016
83108,Fall 2016,95630,University of Hawai`i at Manoa,1,2016
83124,Fall 2016,30276,University of Hawai`i at Hilo,1,2016
83130,Fall 2016,96819,Hawai`i Community College,1,2016
83134,Fall 2016,96740,University of Hawai`i at Manoa,1,2016
83157,Fall 2016,96782,University of Hawai`i at Manoa,1,2016
83163,Fall 2016,90802,University of Hawai`i at Manoa,1,2016
83164,Fall 2016,96706,University of Hawai`i at Manoa,1,2016
83195,Fall 2016,92649,Kapi`olani Community College,1,2016
83202,Fall 2016,95683,University of Hawai`i at Manoa,1,2016
83207,Fall 2016,96813,Hawai`i Community College,1,2016
83208,Fall 2016,96789,Honolulu Community College,1,2016
83210,Fall 2017,96792,Honolulu Community College,60,2017
83213,Fall 2017,96789,University of Hawai`i - West O`ahu,68,2017
83214,Fall 2017,96757,University of Hawai`i at Manoa,6,2017
83215,Fall 2017,96734,Windward Community College,163,2017
83217,Fall 2017,96768,University of Hawai`i Maui College,132,2017
83231,Fall 2017,96795,Honolulu Community College,15,2017
83240,Fall 2017,96782,Leeward Community College,101,2017
83242,Fall 2017,96752,Leeward Community College,2,2017
83246,Fall 2017,96825,Honolulu Community College,11,2017
83249,Fall 2017,96749,Kaua`i Community College,1,2017
83253,Fall 2017,96744,Kapi`olani Community College,88,2017
83257,Fall 2017,96782,University of Hawai`i at Manoa,57,2017
83263,Fall 2017,96745,Kapi`olani Community College,2,2017
83264,Fall 2017,96776,University of Hawai`i at Hilo,5,2017
83266,Fall 2017,96789,Leeward Community College,5,2017
83271,Fall 2017,96720,University of Hawai`i at Manoa,57,2017
83280,Fall 2017,96761,University of Hawai`i Maui College,41,2017
83283,Fall 2017,96707,University of Hawai`i Maui College,1,2017
83291,Fall 2017,96756,University of Hawai`i at Hilo,2,2017
83294,Fall 2017,89141,University of Hawai`i at Manoa,1,2017
83295,Fall 2017,96795,Windward Community College,119,2017
83300,Fall 2017,96814,Windward Community College,3,2017
83307,Fall 2017,48146,University of Hawai`i at Manoa,1,2017
83311,Fall 2017,06074,University of Hawai`i at Manoa,1,2017
83315,Fall 2017,96753,University of Hawai`i at Hilo,6,2017
83323,Fall 2017,96817,Kapi`olani Community College,2,2017
83326,Fall 2017,98391,University of Hawai`i at Manoa,2,2017
83334,Fall 2017,96816,University of Hawai`i at Manoa,5,2017
83337,Fall 2017,96753,University of Hawai`i Maui College,53,2017
83340,Fall 2017,96814,University of Hawai`i at Manoa,17,2017
83343,Fall 2017,96746,University of Hawai`i at Hilo,12,2017
83345,Fall 2017,96771,University of Hawai`i at Hilo,32,2017
83348,Fall 2017,96729,University of Hawai`i - West O`ahu,3,2017
83350,Fall 2017,96782,Windward Community College,6,2017
83354,Fall 2017,96814,Kapi`olani Community College,12,2017
83357,Fall 2017,96706,Honolulu Community College,48,2017
83361,Fall 2017,96744,University of Hawai`i - West O`ahu,2,2017
83379,Fall 2017,96797,University of Hawai`i at Manoa,2,2017
83388,Fall 2017,96738,University of Hawai`i at Manoa,3,2017
83396,Fall 2017,96750,University of Hawai`i at Hilo,3,2017
83406,Fall 2017,22066-1135,University of Hawai`i at Manoa,1,2017
83408,Fall 2017,96755,University of Hawai`i at Hilo,10,2017
83411,Fall 2017,96734,Windward Community College,3,2017
83419,Fall 2017,96815,Honolulu Community College,6,2017
83436,Fall 2017,96778,Hawai`i Community College,1,2017
83439,Fall 2017,37801,Windward Community College,1,2017
83441,Fall 2017,96821,University of Hawai`i at Manoa,2,2017
83444,Fall 2017,96746,Leeward Community College,7,2017
83448,Fall 2017,96708,University of Hawai`i Maui College,46,2017
83454,Fall 2017,96797,Kapi`olani Community College,2,2017
83479,Fall 2017,20902,University of Hawai`i at Manoa,1,2017
83484,Fall 2017,93831,University of Hawai`i at Manoa,1,2017
83490,Fall 2017,96750,University of Hawai`i at Manoa,3,2017
83491,Fall 2017,96768,University of Hawai`i - West O`ahu,12,2017
83492,Fall 2017,96820,University of Hawai`i at Manoa,2,2017
83498,Fall 2017,96748,University of Hawai`i Maui College,10,2017
83499,Fall 2017,96713,University of Hawai`i at Manoa,4,2017
83500,Fall 2017,96760,Hawai`i Community College,2,2017
83503,Fall 2017,96721-1138,University of Hawai`i at Hilo,1,2017
83508,Fall 2017,96732,University of Hawai`i at Hilo,12,2017
83510,Fall 2017,89131,University of Hawai`i at Manoa,1,2017
83511,Fall 2017,96712,University of Hawai`i at Manoa,11,2017
83518,Fall 2017,96719,Windward Community College,1,2017
83530,Fall 2017,96785,University of Hawai`i at Hilo,15,2017
83537,Fall 2017,96817,Honolulu Community College,2,2017
83543,Fall 2017,96772,University of Hawai`i at Hilo,3,2017
83544,Fall 2017,96748,University of Hawai`i at Manoa,12,2017
83547,Fall 2017,96732,Hawai`i Community College,8,2017
83550,Fall 2017,96732,University of Hawai`i Maui College,1,2017
83557,Fall 2017,96733-4019,University of Hawai`i Maui College,2,2017
83561,Fall 2017,96714,Kaua`i Community College,2,2017
83563,Fall 2017,96825,Windward Community College,8,2017
83565,Fall 2017,96731,Honolulu Community College,4,2017
83566,Fall 2017,96740,Leeward Community College,3,2017
83570,Fall 2017,96814,University of Hawai`i at Hilo,3,2017
83577,Fall 2017,96734,University of Hawai`i - West O`ahu,12,2017
83592,Fall 2017,96709,Honolulu Community College,1,2017
83593,Fall 2017,96822,Honolulu Community College,2,2017
83621,Fall 2017,96786,Leeward Community College,4,2017
83626,Fall 2017,96745,Windward Community College,1,2017
83642,Fall 2017,96749,University of Hawai`i at Hilo,3,2017
83644,Fall 2017,96816-2515,Kapi`olani Community College,1,2017
83650,Fall 2017,96826,Kapi`olani Community College,2,2017
83651,Fall 2017,93117,University of Hawai`i at Manoa,1,2017
83657,Fall 2017,96706,Leeward Community College,4,2017
83665,Fall 2017,72712,University of Hawai`i at Manoa,1,2017
83668,Fall 2017,96746,Kaua`i Community College,1,2017
83678,Fall 2017,96713,University of Hawai`i - West O`ahu,2,2017
83681,Fall 2017,96744,Hawai`i Community College,7,2017
83682,Fall 2017,96817,Leeward Community College,10,2017
83683,Fall 2017,96741,University of Hawai`i at Manoa,9,2017
83691,Fall 2017,96706,University of Hawai`i - West O`ahu,3,2017
83730,Fall 2017,96753,University of Hawai`i - West O`ahu,4,2017
83745,Fall 2017,96782,Leeward Community College,6,2017
83746,Fall 2017,96728,University of Hawai`i at Manoa,1,2017
83751,Fall 2017,96728,University of Hawai`i at Hilo,6,2017
83759,Fall 2017,96705,Honolulu Community College,2,2017
83763,Fall 2017,92865,Hawai`i Community College,1,2017
83764,Fall 2017,93063,University of Hawai`i at Hilo,1,2017
83770,Fall 2017,08090,University of Hawai`i at Manoa,1,2017
83775,Fall 2017,96774,University of Hawai`i at Hilo,3,2017
83781,Fall 2017,96732,Kaua`i Community College,1,2017
83782,Fall 2017,96816-5115,University of Hawai`i at Manoa,1,2017
83783,Fall 2017,96707-1457,Honolulu Community College,1,2017
83784,Fall 2017,96745,University of Hawai`i at Hilo,5,2017
83796,Fall 2017,96778,University of Hawai`i at Manoa,10,2017
83807,Fall 2017,91723,University of Hawai`i at Manoa,1,2017
83817,Fall 2017,96764,University of Hawai`i at Manoa,1,2017
83843,Fall 2017,96818,University of Hawai`i Maui College,1,2017
83845,Fall 2017,96721,Hawai`i Community College,1,2017
83847,Fall 2017,96825,Leeward Community College,5,2017
83850,Fall 2017,94044,University of Hawai`i at Hilo,1,2017
83851,Fall 2017,96701,Honolulu Community College,3,2017
83853,Fall 2017,90031,University of Hawai`i at Hilo,1,2017
83854,Fall 2017,95037,University of Hawai`i at Hilo,1,2017
83863,Fall 2017,96776,Hawai`i Community College,4,2017
83891,Fall 2017,96826,Windward Community College,2,2017
83892,Fall 2017,96760,Kapi`olani Community College,2,2017
83893,Fall 2017,96797,University of Hawai`i at Manoa,1,2017
83898,Fall 2017,96748,Honolulu Community College,5,2017
83907,Fall 2017,96746,Kaua`i Community College,8,2017
83931,Fall 2017,84128,University of Hawai`i at Manoa,1,2017
83935,Fall 2017,96813,University of Hawai`i - West O`ahu,4,2017
83942,Fall 2017,96753,University of Hawai`i Maui College,1,2017
83961,Fall 2017,96720-1325,Hawai`i Community College,1,2017
83969,Fall 2017,92506,University of Hawai`i at Hilo,1,2017
83970,Fall 2017,96732,University of Hawai`i Maui College,1,2017
83984,Fall 2017,96828,University of Hawai`i at Manoa,3,2017
83986,Fall 2017,96826,Hawai`i Community College,2,2017
83993,Fall 2017,96744,University of Hawai`i at Manoa,1,2017
84011,Fall 2017,96761,University of Hawai`i Maui College,1,2017
84017,Fall 2017,95620,University of Hawai`i at Manoa,1,2017
84022,Fall 2017,96720,Hawai`i Community College,1,2017
84025,Fall 2017,96714,University of Hawai`i - West O`ahu,1,2017
84064,Fall 2017,96789,Kapi`olani Community College,1,2017
84066,Fall 2017,96725,University of Hawai`i at Manoa,1,2017
84075,Fall 2017,97201,University of Hawai`i at Manoa,1,2017
84092,Fall 2017,96705-1118,Kaua`i Community College,1,2017
84110,Fall 2017,96791,Leeward Community College,1,2017
84123,Fall 2017,96326,University of Hawai`i at Manoa,2,2017
84124,Fall 2017,92649,University of Hawai`i at Manoa,1,2017
84132,Fall 2017,96729,Leeward Community College,1,2017
84135,Fall 2017,96782,Honolulu Community College,1,2017
84136,Fall 2017,95132,University of Hawai`i at Manoa,1,2017
84143,Fall 2017,95831,University of Hawai`i at Hilo,1,2017
84152,Fall 2017,96782,University of Hawai`i - West O`ahu,2,2017
84154,Fall 2017,96734,University of Hawai`i - West O`ahu,1,2017
84159,Fall 2017,96746,Kaua`i Community College,2,2017
84161,Fall 2017,95210,University of Hawai`i at Manoa,1,2017
84162,Fall 2017,94087,University of Hawai`i at Manoa,1,2017
84175,Fall 2017,75103,Hawai`i Community College,1,2017
84181,Fall 2017,96792,Leeward Community College,1,2017
84183,Fall 2017,96748-1822,University of Hawai`i Maui College,1,2017
84186,Fall 2017,96745,Windward Community College,1,2017
84203,Fall 2017,96766-1518,Kaua`i Community College,1,2017
84207,Fall 2017,96765,Kapi`olani Community College,1,2017
84209,Fall 2017,96817,University of Hawai`i at Manoa,3,2017
84213,Fall 2017,96707-3542,Leeward Community College,1,2017
84221,Fall 2017,96772,Kapi`olani Community College,1,2017
84225,Fall 2017,96789,Leeward Community College,1,2017
84244,Fall 2017,95843,University of Hawai`i at Manoa,1,2017
84245,Fall 2017,96771,University of Hawai`i at Manoa,2,2017
84249,Fall 2017,96762,Windward Community College,1,2017
84261,Fall 2017,94925,Kapi`olani Community College,1,2017
84266,Fall 2017,94089,Kapi`olani Community College,1,2017
84269,Fall 2017,96819-3731,Honolulu Community College,1,2017
84301,Fall 2017,90630,University of Hawai`i at Manoa,1,2017
84308,Fall 2017,97383,University of Hawai`i at Hilo,1,2017
84320,Fall 2017,96743,Hawai`i Community College,1,2017
84322,Fall 2017,96734,Windward Community College,1,2017
84327,Fall 2017,89123,University of Hawai`i at Hilo,1,2017
84329,Fall 2017,96770,University of Hawai`i Maui College,1,2017
84340,Fall 2017,96704,Kapi`olani Community College,1,2017
84343,Fall 2017,96821,Hawai`i Community College,1,2017
84355,Fall 2017,96720,Hawai`i Community College,1,2017
84359,Fall 2017,75019,University of Hawai`i at Manoa,1,2017
84363,Fall 2017,96749,Leeward Community College,1,2017
